seed,student,route,weighting,class_index,class_name,support_rows,exact_group_count,kl_teacher_to_student_T4,js_T4,l1_T4,hard_agreement_T1,top2_overlap_T1,margin_abs_error_T1,teacher_correct_student_wrong_rate,teacher_wrong_student_correct_rate
456,student_B,scratch,row_weighted,0,Blackhole,1590,1015,0.24416884056285115,0.05156755228726881,0.44720032297660545,0.949685534591195,0.8034591194968553,0.24586648353726281,0.04654088050314465,0.0037735849056603774
456,student_B,scratch,row_weighted,1,Flooding,495,474,0.7781938535623272,0.045371270521250916,0.3523500793808235,1.0,0.9868686868686869,0.07986032487098425,0.0,0.0
456,student_B,scratch,row_weighted,2,Grayhole,2149,1890,0.22522604432084814,0.06313573811206588,0.41593914914934493,0.8804094927873429,0.7964169381107492,0.1958192335240614,0.1093531875290833,0.010237319683573755
456,student_B,scratch,row_weighted,3,Normal,51070,49807,0.17185848331468345,0.03471328019175598,0.3555623835399684,0.997004112003133,0.9948599960838065,0.11411627997887287,0.0026630115527707067,0.00031329547679655374
456,student_B,scratch,row_weighted,4,TDMA,997,988,1.481952138102775,0.045999525509650974,0.27818304048115056,0.9989969909729187,0.5631895687061184,0.015107131259639433,0.0,0.0010030090270812437
789,student_A,rf_kd,exact_group_balanced,0,Blackhole,1590,1015,0.17121471174596972,0.04741674445436646,0.37098706558183936,0.8935960591133005,0.9320197044334976,0.29994803076966986,0.09556650246305419,0.01083743842364532
789,student_A,rf_kd,exact_group_balanced,1,Flooding,495,474,0.05611607583337389,0.013887498514994394,0.19511978652430984,0.9978902953586498,0.9324894514767933,0.07826349594631536,0.0,0.002109704641350211
789,student_A,rf_kd,exact_group_balanced,2,Grayhole,2149,1890,0.2092584122540189,0.0614168077261512,0.3608769526203933,0.8031746031746032,0.7986772486772487,0.2765283481520136,0.18571428571428572,0.011111111111111112
789,student_A,rf_kd,exact_group_balanced,3,Normal,51070,49807,0.00889388825841465,0.0022540808617666167,0.047473903136899843,0.9978316300921557,0.9572349268175157,0.003430083297335854,0.001827052422350272,0.00034131748549400687
789,student_A,rf_kd,exact_group_balanced,4,TDMA,997,988,0.021127895139096797,0.00478991022321339,0.06710541480071065,0.9979757085020243,0.9195344129554656,0.004182592709385822,0.0,0.0020242914979757085
789,student_A,rf_kd,row_weighted,0,Blackhole,1590,1015,0.2636038332303275,0.07500326047144806,0.5258312247215307,0.8477987421383648,0.9544025157232704,0.4532140100842269,0.14528301886792452,0.006918238993710692
789,student_A,rf_kd,row_weighted,1,Flooding,495,474,0.05554834229258206,0.013830258431415924,0.194014631938928,0.997979797979798,0.9313131313131313,0.07580318796408964,0.0,0.00202020202020202
